"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|HU","Actual Total Load [MW] - BZN|HU"
"25.10.2021 19:30 - 25.10.2021 19:45","5986","6127"
"25.10.2021 19:45 - 25.10.2021 20:00","5923","6093"
"25.10.2021 20:00 - 25.10.2021 20:15","5842","5985"
"25.10.2021 20:15 - 25.10.2021 20:30","5784","5881"
"25.10.2021 20:30 - 25.10.2021 20:45","5650","5839"
"25.10.2021 20:45 - 25.10.2021 21:00","5563","5755"
"25.10.2021 21:00 - 25.10.2021 21:15","5471","5629"
"25.10.2021 21:15 - 25.10.2021 21:30","5358","5563"
"25.10.2021 21:30 - 25.10.2021 21:45","5192","5461"
"25.10.2021 21:45 - 25.10.2021 22:00","5134","5360"
"25.10.2021 22:00 - 25.10.2021 22:15","5072","5273"
"25.10.2021 22:15 - 25.10.2021 22:30","4990","5244"
"25.10.2021 22:30 - 25.10.2021 22:45","4893","5226"
"25.10.2021 22:45 - 25.10.2021 23:00","4888","5177"
"25.10.2021 23:00 - 25.10.2021 23:15","4818","5141"
"25.10.2021 23:15 - 25.10.2021 23:30","4784","5136"
"25.10.2021 23:30 - 25.10.2021 23:45","4646","5118"
"25.10.2021 23:45 - 26.10.2021 00:00","4584","5042"
"26.10.2021 00:00 - 26.10.2021 00:15","4571","4885"
"26.10.2021 00:15 - 26.10.2021 00:30","4551","4864"
"26.10.2021 00:30 - 26.10.2021 00:45","4537","4842"
"26.10.2021 00:45 - 26.10.2021 01:00","4589","4792"
"26.10.2021 01:00 - 26.10.2021 01:15","4573","4726"
"26.10.2021 01:15 - 26.10.2021 01:30","4514","4684"
"26.10.2021 01:30 - 26.10.2021 01:45","4417","4611"
"26.10.2021 01:45 - 26.10.2021 02:00","4428","4556"
"26.10.2021 02:00 - 26.10.2021 02:15","4362","4482"
"26.10.2021 02:15 - 26.10.2021 02:30","4310","4461"
"26.10.2021 02:30 - 26.10.2021 02:45","4246","4446"
"26.10.2021 02:45 - 26.10.2021 03:00","4245","4412"
"26.10.2021 03:00 - 26.10.2021 03:15","4248","4430"
"26.10.2021 03:15 - 26.10.2021 03:30","4239","4447"
"26.10.2021 03:30 - 26.10.2021 03:45","4215","4434"
"26.10.2021 03:45 - 26.10.2021 04:00","4219","4436"
"26.10.2021 04:00 - 26.10.2021 04:15","4241","4457"
"26.10.2021 04:15 - 26.10.2021 04:30","4284","4523"
"26.10.2021 04:30 - 26.10.2021 04:45","4321","4557"
"26.10.2021 04:45 - 26.10.2021 05:00","4439","4629"
"26.10.2021 05:00 - 26.10.2021 05:15","4553","4749"
"26.10.2021 05:15 - 26.10.2021 05:30","4634","4837"
"26.10.2021 05:30 - 26.10.2021 05:45","4730","4950"
"26.10.2021 05:45 - 26.10.2021 06:00","4915","5049"
"26.10.2021 06:00 - 26.10.2021 06:15","5217","5336"
"26.10.2021 06:15 - 26.10.2021 06:30","5470","5541"
"26.10.2021 06:30 - 26.10.2021 06:45","5630","5680"
"26.10.2021 06:45 - 26.10.2021 07:00","5727","5765"
"26.10.2021 07:00 - 26.10.2021 07:15","5838","5866"
"26.10.2021 07:15 - 26.10.2021 07:30","5852","5939"
"26.10.2021 07:30 - 26.10.2021 07:45","5837","5983"
"26.10.2021 07:45 - 26.10.2021 08:00","5781","5954"
"26.10.2021 08:00 - 26.10.2021 08:15","5748","5894"
"26.10.2021 08:15 - 26.10.2021 08:30","5695","5857"
"26.10.2021 08:30 - 26.10.2021 08:45","5639","5837"
"26.10.2021 08:45 - 26.10.2021 09:00","5592","5803"
"26.10.2021 09:00 - 26.10.2021 09:15","5525","5756"
"26.10.2021 09:15 - 26.10.2021 09:30","5425","5679"
"26.10.2021 09:30 - 26.10.2021 09:45","5370","5621"
"26.10.2021 09:45 - 26.10.2021 10:00","5316","5543"
"26.10.2021 10:00 - 26.10.2021 10:15","5306","5480"
"26.10.2021 10:15 - 26.10.2021 10:30","5270","5480"
"26.10.2021 10:30 - 26.10.2021 10:45","5216","5464"
"26.10.2021 10:45 - 26.10.2021 11:00","5200","5437"
"26.10.2021 11:00 - 26.10.2021 11:15","5159","5387"
"26.10.2021 11:15 - 26.10.2021 11:30","5170","5370"
"26.10.2021 11:30 - 26.10.2021 11:45","5178","5365"
"26.10.2021 11:45 - 26.10.2021 12:00","5157","5372"
"26.10.2021 12:00 - 26.10.2021 12:15","5107","5320"
"26.10.2021 12:15 - 26.10.2021 12:30","5116","5320"
"26.10.2021 12:30 - 26.10.2021 12:45","5127","5346"
"26.10.2021 12:45 - 26.10.2021 13:00","5070","5340"
"26.10.2021 13:00 - 26.10.2021 13:15","5092","5348"
"26.10.2021 13:15 - 26.10.2021 13:30","5103","5336"
"26.10.2021 13:30 - 26.10.2021 13:45","5055","5315"
"26.10.2021 13:45 - 26.10.2021 14:00","4995","5269"
"26.10.2021 14:00 - 26.10.2021 14:15","5046","5311"
"26.10.2021 14:15 - 26.10.2021 14:30","5099","5345"
"26.10.2021 14:30 - 26.10.2021 14:45","5120","5380"
"26.10.2021 14:45 - 26.10.2021 15:00","5150","5427"
"26.10.2021 15:00 - 26.10.2021 15:15","5200","5507"
"26.10.2021 15:15 - 26.10.2021 15:30","5243","5538"
"26.10.2021 15:30 - 26.10.2021 15:45","5285","5613"
"26.10.2021 15:45 - 26.10.2021 16:00","5339","5639"
"26.10.2021 16:00 - 26.10.2021 16:15","5365","5714"
"26.10.2021 16:15 - 26.10.2021 16:30","5453","5763"
"26.10.2021 16:30 - 26.10.2021 16:45","5554","5827"
"26.10.2021 16:45 - 26.10.2021 17:00","5630","5863"
"26.10.2021 17:00 - 26.10.2021 17:15","5668","5899"
"26.10.2021 17:15 - 26.10.2021 17:30","5709","5962"
"26.10.2021 17:30 - 26.10.2021 17:45","5746","6023"
"26.10.2021 17:45 - 26.10.2021 18:00","5851","6125"
"26.10.2021 18:00 - 26.10.2021 18:15","5979","6223"
"26.10.2021 18:15 - 26.10.2021 18:30","6065","6241"
"26.10.2021 18:30 - 26.10.2021 18:45","6091","6263"
"26.10.2021 18:45 - 26.10.2021 19:00","6121","6263"
"26.10.2021 19:00 - 26.10.2021 19:15","6100","6237"
"26.10.2021 19:15 - 26.10.2021 19:30","6090","6211"
"26.10.2021 19:30 - 26.10.2021 19:45","6048","6179"
"26.10.2021 19:45 - 26.10.2021 20:00","6009","6118"
"26.10.2021 20:00 - 26.10.2021 20:15","5898","6005"
"26.10.2021 20:15 - 26.10.2021 20:30","5827","5943"
"26.10.2021 20:30 - 26.10.2021 20:45","5731","5883"
"26.10.2021 20:45 - 26.10.2021 21:00","5672","5806"
"26.10.2021 21:00 - 26.10.2021 21:15","5560","5704"
"26.10.2021 21:15 - 26.10.2021 21:30","5458","5611"
"26.10.2021 21:30 - 26.10.2021 21:45","5319","5504"
"26.10.2021 21:45 - 26.10.2021 22:00","5226","5387"
"26.10.2021 22:00 - 26.10.2021 22:15","5161","5325"
"26.10.2021 22:15 - 26.10.2021 22:30","5105","5300"
"26.10.2021 22:30 - 26.10.2021 22:45","5065","5289"
"26.10.2021 22:45 - 26.10.2021 23:00","4995","5229"
"26.10.2021 23:00 - 26.10.2021 23:15","4988","5201"
"26.10.2021 23:15 - 26.10.2021 23:30","4949","5174"
"26.10.2021 23:30 - 26.10.2021 23:45","4927","5179"
"26.10.2021 23:45 - 27.10.2021 00:00","4839","5096"
"27.10.2021 00:00 - 27.10.2021 00:15","4728","4960"
"27.10.2021 00:15 - 27.10.2021 00:30","4671","4903"
"27.10.2021 00:30 - 27.10.2021 00:45","4668","4886"
"27.10.2021 00:45 - 27.10.2021 01:00","4671","4833"
"27.10.2021 01:00 - 27.10.2021 01:15","4640","4789"
"27.10.2021 01:15 - 27.10.2021 01:30","4503","4733"
"27.10.2021 01:30 - 27.10.2021 01:45","4428","4671"
"27.10.2021 01:45 - 27.10.2021 02:00","4438","4592"
"27.10.2021 02:00 - 27.10.2021 02:15","4374","4534"
"27.10.2021 02:15 - 27.10.2021 02:30","4299","4530"
"27.10.2021 02:30 - 27.10.2021 02:45","4268","4501"
"27.10.2021 02:45 - 27.10.2021 03:00","4250","4472"
"27.10.2021 03:00 - 27.10.2021 03:15","4219","4485"
"27.10.2021 03:15 - 27.10.2021 03:30","4245","4488"
"27.10.2021 03:30 - 27.10.2021 03:45","4246","4476"
"27.10.2021 03:45 - 27.10.2021 04:00","4225","4459"
"27.10.2021 04:00 - 27.10.2021 04:15","4247","4499"
"27.10.2021 04:15 - 27.10.2021 04:30","4306","4547"
"27.10.2021 04:30 - 27.10.2021 04:45","4372","4595"
"27.10.2021 04:45 - 27.10.2021 05:00","4418","4645"
"27.10.2021 05:00 - 27.10.2021 05:15","4533","4746"
"27.10.2021 05:15 - 27.10.2021 05:30","4650","4833"
"27.10.2021 05:30 - 27.10.2021 05:45","4790","4946"
"27.10.2021 05:45 - 27.10.2021 06:00","4891","5080"
"27.10.2021 06:00 - 27.10.2021 06:15","5192","5367"
"27.10.2021 06:15 - 27.10.2021 06:30","5431","5572"
"27.10.2021 06:30 - 27.10.2021 06:45","5588","5704"
"27.10.2021 06:45 - 27.10.2021 07:00","5663","5822"
"27.10.2021 07:00 - 27.10.2021 07:15","5762","5951"
"27.10.2021 07:15 - 27.10.2021 07:30","5788","6009"
"27.10.2021 07:30 - 27.10.2021 07:45","5790","6043"
"27.10.2021 07:45 - 27.10.2021 08:00","5773","6045"
"27.10.2021 08:00 - 27.10.2021 08:15","5737","6011"
"27.10.2021 08:15 - 27.10.2021 08:30","5709","5974"
"27.10.2021 08:30 - 27.10.2021 08:45","5671","5933"
"27.10.2021 08:45 - 27.10.2021 09:00","5658","5864"
"27.10.2021 09:00 - 27.10.2021 09:15","5605","5817"
"27.10.2021 09:15 - 27.10.2021 09:30","5539","5761"
"27.10.2021 09:30 - 27.10.2021 09:45","5502","5696"
"27.10.2021 09:45 - 27.10.2021 10:00","5408","5632"
"27.10.2021 10:00 - 27.10.2021 10:15","5370","5545"
"27.10.2021 10:15 - 27.10.2021 10:30","5311","5530"
"27.10.2021 10:30 - 27.10.2021 10:45","5230","5469"
"27.10.2021 10:45 - 27.10.2021 11:00","5209","5455"
"27.10.2021 11:00 - 27.10.2021 11:15","5201","5417"
"27.10.2021 11:15 - 27.10.2021 11:30","5203","5384"
"27.10.2021 11:30 - 27.10.2021 11:45","5183","5329"
"27.10.2021 11:45 - 27.10.2021 12:00","5182","5320"
"27.10.2021 12:00 - 27.10.2021 12:15","5135","5308"
"27.10.2021 12:15 - 27.10.2021 12:30","5111","5304"
"27.10.2021 12:30 - 27.10.2021 12:45","5125","5303"
"27.10.2021 12:45 - 27.10.2021 13:00","5127","5276"
"27.10.2021 13:00 - 27.10.2021 13:15","5116","5273"
"27.10.2021 13:15 - 27.10.2021 13:30","5094","5278"
"27.10.2021 13:30 - 27.10.2021 13:45","5080","5277"
"27.10.2021 13:45 - 27.10.2021 14:00","5018","5226"
"27.10.2021 14:00 - 27.10.2021 14:15","5024","5280"
"27.10.2021 14:15 - 27.10.2021 14:30","5044","5303"
"27.10.2021 14:30 - 27.10.2021 14:45","5087","5348"
"27.10.2021 14:45 - 27.10.2021 15:00","5108","5379"
"27.10.2021 15:00 - 27.10.2021 15:15","5124","5428"
"27.10.2021 15:15 - 27.10.2021 15:30","5180","5467"
"27.10.2021 15:30 - 27.10.2021 15:45","5260","5516"
"27.10.2021 15:45 - 27.10.2021 16:00","5281","5568"
"27.10.2021 16:00 - 27.10.2021 16:15","5311","5631"
"27.10.2021 16:15 - 27.10.2021 16:30","5395","5692"
"27.10.2021 16:30 - 27.10.2021 16:45","5466","5777"
"27.10.2021 16:45 - 27.10.2021 17:00","5500","5817"
"27.10.2021 17:00 - 27.10.2021 17:15","5567","5848"
"27.10.2021 17:15 - 27.10.2021 17:30","5607","5902"
"27.10.2021 17:30 - 27.10.2021 17:45","5643","5953"
"27.10.2021 17:45 - 27.10.2021 18:00","5702","6061"
"27.10.2021 18:00 - 27.10.2021 18:15","5848","6195"
"27.10.2021 18:15 - 27.10.2021 18:30","5941","6223"
"27.10.2021 18:30 - 27.10.2021 18:45","5975","6241"
"27.10.2021 18:45 - 27.10.2021 19:00","6003","6248"
"27.10.2021 19:00 - 27.10.2021 19:15","5990","6238"
"27.10.2021 19:15 - 27.10.2021 19:30","5971","6209"
"27.10.2021 19:30 - 27.10.2021 19:45","5939","6170"
"27.10.2021 19:45 - 27.10.2021 20:00","5907","6121"
"27.10.2021 20:00 - 27.10.2021 20:15","5807","6027"
"27.10.2021 20:15 - 27.10.2021 20:30","5716","5943"
"27.10.2021 20:30 - 27.10.2021 20:45","5680","5884"
"27.10.2021 20:45 - 27.10.2021 21:00","5590","5803"
"27.10.2021 21:00 - 27.10.2021 21:15","5493","5713"
"27.10.2021 21:15 - 27.10.2021 21:30","5391","5637"
"27.10.2021 21:30 - 27.10.2021 21:45","5290","5535"
"27.10.2021 21:45 - 27.10.2021 22:00","5187","5414"
"27.10.2021 22:00 - 27.10.2021 22:15","5105","5374"
"27.10.2021 22:15 - 27.10.2021 22:30","5066","5332"
"27.10.2021 22:30 - 27.10.2021 22:45","5045","5309"
"27.10.2021 22:45 - 27.10.2021 23:00","4967","5214"
"27.10.2021 23:00 - 27.10.2021 23:15","4929","5226"
"27.10.2021 23:15 - 27.10.2021 23:30","4914","5194"
"27.10.2021 23:30 - 27.10.2021 23:45","4929","5190"
"27.10.2021 23:45 - 28.10.2021 00:00","4814","5084"
"28.10.2021 00:00 - 28.10.2021 00:15","4731","4963"
"28.10.2021 00:15 - 28.10.2021 00:30","4711","4923"
"28.10.2021 00:30 - 28.10.2021 00:45","4693","4927"
"28.10.2021 00:45 - 28.10.2021 01:00","4705","4847"
"28.10.2021 01:00 - 28.10.2021 01:15","4644","4824"
"28.10.2021 01:15 - 28.10.2021 01:30","4571","4760"
"28.10.2021 01:30 - 28.10.2021 01:45","4480","4703"
"28.10.2021 01:45 - 28.10.2021 02:00","4473","4588"
"28.10.2021 02:00 - 28.10.2021 02:15","4388","4564"
"28.10.2021 02:15 - 28.10.2021 02:30","4322","4554"
"28.10.2021 02:30 - 28.10.2021 02:45","4283","4499"
"28.10.2021 02:45 - 28.10.2021 03:00","4249","4431"
"28.10.2021 03:00 - 28.10.2021 03:15","4248","4460"
"28.10.2021 03:15 - 28.10.2021 03:30","4267","4452"
"28.10.2021 03:30 - 28.10.2021 03:45","4253","4458"
"28.10.2021 03:45 - 28.10.2021 04:00","4250","4427"
"28.10.2021 04:00 - 28.10.2021 04:15","4266","4488"
"28.10.2021 04:15 - 28.10.2021 04:30","4336","4527"
"28.10.2021 04:30 - 28.10.2021 04:45","4371","4587"
"28.10.2021 04:45 - 28.10.2021 05:00","4445","4642"
"28.10.2021 05:00 - 28.10.2021 05:15","4567","4759"
"28.10.2021 05:15 - 28.10.2021 05:30","4659","4848"
"28.10.2021 05:30 - 28.10.2021 05:45","4772","4958"
"28.10.2021 05:45 - 28.10.2021 06:00","4876","5066"
"28.10.2021 06:00 - 28.10.2021 06:15","5113","5349"
"28.10.2021 06:15 - 28.10.2021 06:30","5331","5593"
"28.10.2021 06:30 - 28.10.2021 06:45","5486","5713"
"28.10.2021 06:45 - 28.10.2021 07:00","5581","5825"
"28.10.2021 07:00 - 28.10.2021 07:15","5682","5935"
"28.10.2021 07:15 - 28.10.2021 07:30","5759","6002"
"28.10.2021 07:30 - 28.10.2021 07:45","5795","6044"
"28.10.2021 07:45 - 28.10.2021 08:00","5774","6061"
"28.10.2021 08:00 - 28.10.2021 08:15","5716","5998"
"28.10.2021 08:15 - 28.10.2021 08:30","5684","5967"
"28.10.2021 08:30 - 28.10.2021 08:45","5652","5924"
"28.10.2021 08:45 - 28.10.2021 09:00","5624","5853"
"28.10.2021 09:00 - 28.10.2021 09:15","5566","5781"
"28.10.2021 09:15 - 28.10.2021 09:30","5494","5718"
"28.10.2021 09:30 - 28.10.2021 09:45","5434","5668"
"28.10.2021 09:45 - 28.10.2021 10:00","5351","5598"
"28.10.2021 10:00 - 28.10.2021 10:15","5284","5536"
"28.10.2021 10:15 - 28.10.2021 10:30","5259","5499"
"28.10.2021 10:30 - 28.10.2021 10:45","5235","5479"
"28.10.2021 10:45 - 28.10.2021 11:00","5202","5454"
"28.10.2021 11:00 - 28.10.2021 11:15","5156","5410"
"28.10.2021 11:15 - 28.10.2021 11:30","5129","5346"
"28.10.2021 11:30 - 28.10.2021 11:45","5130","5327"
"28.10.2021 11:45 - 28.10.2021 12:00","5130","5295"
"28.10.2021 12:00 - 28.10.2021 12:15","5100","5269"
"28.10.2021 12:15 - 28.10.2021 12:30","5099","5239"
"28.10.2021 12:30 - 28.10.2021 12:45","5128","5273"
"28.10.2021 12:45 - 28.10.2021 13:00","5119","5265"
"28.10.2021 13:00 - 28.10.2021 13:15","5127","5285"
"28.10.2021 13:15 - 28.10.2021 13:30","5119","5267"
"28.10.2021 13:30 - 28.10.2021 13:45","5097","5281"
"28.10.2021 13:45 - 28.10.2021 14:00","5054","5208"
"28.10.2021 14:00 - 28.10.2021 14:15","5094","5268"
"28.10.2021 14:15 - 28.10.2021 14:30","5129","5285"
"28.10.2021 14:30 - 28.10.2021 14:45","5168","5341"
"28.10.2021 14:45 - 28.10.2021 15:00","5212","5359"
"28.10.2021 15:00 - 28.10.2021 15:15","5287","5410"
"28.10.2021 15:15 - 28.10.2021 15:30","5328","5449"
"28.10.2021 15:30 - 28.10.2021 15:45","5407","5522"
"28.10.2021 15:45 - 28.10.2021 16:00","5434","5553"
"28.10.2021 16:00 - 28.10.2021 16:15","5511","5602"
"28.10.2021 16:15 - 28.10.2021 16:30","5566","5661"
"28.10.2021 16:30 - 28.10.2021 16:45","5634","5739"
"28.10.2021 16:45 - 28.10.2021 17:00","5669","5778"
"28.10.2021 17:00 - 28.10.2021 17:15","5694","5807"
"28.10.2021 17:15 - 28.10.2021 17:30","5762","5855"
"28.10.2021 17:30 - 28.10.2021 17:45","5822","5899"
"28.10.2021 17:45 - 28.10.2021 18:00","5913","6052"
"28.10.2021 18:00 - 28.10.2021 18:15","6015","6149"
"28.10.2021 18:15 - 28.10.2021 18:30","6031","6199"
"28.10.2021 18:30 - 28.10.2021 18:45","6056","6217"
"28.10.2021 18:45 - 28.10.2021 19:00","6066","6195"
"28.10.2021 19:00 - 28.10.2021 19:15","6030","6157"
"28.10.2021 19:15 - 28.10.2021 19:30","6015","6120"
"28.10.2021 19:30 - 28.10.2021 19:45","5990","6094"
"28.10.2021 19:45 - 28.10.2021 20:00","5936","6075"
"28.10.2021 20:00 - 28.10.2021 20:15","5825","5948"
"28.10.2021 20:15 - 28.10.2021 20:30","5763","5921"
"28.10.2021 20:30 - 28.10.2021 20:45","5711","5848"
"28.10.2021 20:45 - 28.10.2021 21:00","5638","5759"
"28.10.2021 21:00 - 28.10.2021 21:15","5529","5658"
"28.10.2021 21:15 - 28.10.2021 21:30","5445","5597"
"28.10.2021 21:30 - 28.10.2021 21:45","5333","5515"
"28.10.2021 21:45 - 28.10.2021 22:00","5228","5414"
"28.10.2021 22:00 - 28.10.2021 22:15","5163","5352"
"28.10.2021 22:15 - 28.10.2021 22:30","5129","5346"
"28.10.2021 22:30 - 28.10.2021 22:45","5122","5319"
"28.10.2021 22:45 - 28.10.2021 23:00","5060","5255"
"28.10.2021 23:00 - 28.10.2021 23:15","5029","5207"
"28.10.2021 23:15 - 28.10.2021 23:30","4900","5188"
"28.10.2021 23:30 - 28.10.2021 23:45","4861","5171"
"28.10.2021 23:45 - 29.10.2021 00:00","4770","5089"
"29.10.2021 00:00 - 29.10.2021 00:15","4634","4934"
"29.10.2021 00:15 - 29.10.2021 00:30","4570","4931"
"29.10.2021 00:30 - 29.10.2021 00:45","4556","4888"
"29.10.2021 00:45 - 29.10.2021 01:00","4519","4852"
"29.10.2021 01:00 - 29.10.2021 01:15","4462","4783"
"29.10.2021 01:15 - 29.10.2021 01:30","4371","4736"
"29.10.2021 01:30 - 29.10.2021 01:45","4348","4651"
"29.10.2021 01:45 - 29.10.2021 02:00","4339","4600"
"29.10.2021 02:00 - 29.10.2021 02:15","4289","4534"
"29.10.2021 02:15 - 29.10.2021 02:30","4267","4545"
"29.10.2021 02:30 - 29.10.2021 02:45","4226","4507"
"29.10.2021 02:45 - 29.10.2021 03:00","4230","4489"
"29.10.2021 03:00 - 29.10.2021 03:15","4204","4451"
"29.10.2021 03:15 - 29.10.2021 03:30","4173","4449"
"29.10.2021 03:30 - 29.10.2021 03:45","4146","4455"
"29.10.2021 03:45 - 29.10.2021 04:00","4140","4447"
"29.10.2021 04:00 - 29.10.2021 04:15","4152","4494"
"29.10.2021 04:15 - 29.10.2021 04:30","4213","4545"
"29.10.2021 04:30 - 29.10.2021 04:45","4267","4603"
"29.10.2021 04:45 - 29.10.2021 05:00","4292","4646"
"29.10.2021 05:00 - 29.10.2021 05:15","4361","4757"
"29.10.2021 05:15 - 29.10.2021 05:30","4438","4842"
"29.10.2021 05:30 - 29.10.2021 05:45","4558","4936"
"29.10.2021 05:45 - 29.10.2021 06:00","4648","5050"
"29.10.2021 06:00 - 29.10.2021 06:15","4949","5352"
"29.10.2021 06:15 - 29.10.2021 06:30","5174","5542"
"29.10.2021 06:30 - 29.10.2021 06:45","5353","5687"
"29.10.2021 06:45 - 29.10.2021 07:00","5460","5750"
"29.10.2021 07:00 - 29.10.2021 07:15","5540","5879"
"29.10.2021 07:15 - 29.10.2021 07:30","5627","5945"
"29.10.2021 07:30 - 29.10.2021 07:45","5666","5993"
"29.10.2021 07:45 - 29.10.2021 08:00","5649","5975"
"29.10.2021 08:00 - 29.10.2021 08:15","5605","5923"
"29.10.2021 08:15 - 29.10.2021 08:30","5585","5900"
"29.10.2021 08:30 - 29.10.2021 08:45","5571","5848"
"29.10.2021 08:45 - 29.10.2021 09:00","5525","5789"
"29.10.2021 09:00 - 29.10.2021 09:15","5484","5735"
"29.10.2021 09:15 - 29.10.2021 09:30","5481","5693"
"29.10.2021 09:30 - 29.10.2021 09:45","5467","5644"
"29.10.2021 09:45 - 29.10.2021 10:00","5443","5557"
"29.10.2021 10:00 - 29.10.2021 10:15","5375","5496"
"29.10.2021 10:15 - 29.10.2021 10:30","5347","5479"
"29.10.2021 10:30 - 29.10.2021 10:45","5332","5434"
"29.10.2021 10:45 - 29.10.2021 11:00","5295","5394"
"29.10.2021 11:00 - 29.10.2021 11:15","5281","5365"
"29.10.2021 11:15 - 29.10.2021 11:30","5249","5376"
"29.10.2021 11:30 - 29.10.2021 11:45","5228","5365"
"29.10.2021 11:45 - 29.10.2021 12:00","5225","5357"
"29.10.2021 12:00 - 29.10.2021 12:15","5239","5288"
"29.10.2021 12:15 - 29.10.2021 12:30","5236","5274"
"29.10.2021 12:30 - 29.10.2021 12:45","5248","5262"
"29.10.2021 12:45 - 29.10.2021 13:00","5273","5249"
"29.10.2021 13:00 - 29.10.2021 13:15","5304","5251"
"29.10.2021 13:15 - 29.10.2021 13:30","5286","5252"
"29.10.2021 13:30 - 29.10.2021 13:45","5293","5242"
"29.10.2021 13:45 - 29.10.2021 14:00","5245","5189"
"29.10.2021 14:00 - 29.10.2021 14:15","5282","5231"
"29.10.2021 14:15 - 29.10.2021 14:30","5297","5284"
"29.10.2021 14:30 - 29.10.2021 14:45","5355","5308"
"29.10.2021 14:45 - 29.10.2021 15:00","5401","5346"
"29.10.2021 15:00 - 29.10.2021 15:15","5398","5370"
"29.10.2021 15:15 - 29.10.2021 15:30","5419","5418"
"29.10.2021 15:30 - 29.10.2021 15:45","5466","5487"
"29.10.2021 15:45 - 29.10.2021 16:00","5461","5504"
"29.10.2021 16:00 - 29.10.2021 16:15","5468","5526"
"29.10.2021 16:15 - 29.10.2021 16:30","5524","5596"
"29.10.2021 16:30 - 29.10.2021 16:45","5575","5671"
"29.10.2021 16:45 - 29.10.2021 17:00","5587","5715"
"29.10.2021 17:00 - 29.10.2021 17:15","5565","5741"
"29.10.2021 17:15 - 29.10.2021 17:30","5611","5803"
"29.10.2021 17:30 - 29.10.2021 17:45","5620","5846"
"29.10.2021 17:45 - 29.10.2021 18:00","5650","6003"
"29.10.2021 18:00 - 29.10.2021 18:15","5737","6068"
"29.10.2021 18:15 - 29.10.2021 18:30","5784","6091"
"29.10.2021 18:30 - 29.10.2021 18:45","5801","6098"
"29.10.2021 18:45 - 29.10.2021 19:00","5816","6088"
"29.10.2021 19:00 - 29.10.2021 19:15","5775","6033"
"29.10.2021 19:15 - 29.10.2021 19:30","5745","6021"
"29.10.2021 19:30 - 29.10.2021 19:45","5688","5981"
"29.10.2021 19:45 - 29.10.2021 20:00","5639","5942"
"29.10.2021 20:00 - 29.10.2021 20:15","5579","5844"
"29.10.2021 20:15 - 29.10.2021 20:30","5529","5792"
"29.10.2021 20:30 - 29.10.2021 20:45","5464","5737"
"29.10.2021 20:45 - 29.10.2021 21:00","5361","5609"
"29.10.2021 21:00 - 29.10.2021 21:15","5269","5551"
"29.10.2021 21:15 - 29.10.2021 21:30","5195","5478"
"29.10.2021 21:30 - 29.10.2021 21:45","5109","5384"
"29.10.2021 21:45 - 29.10.2021 22:00","5004","5264"
"29.10.2021 22:00 - 29.10.2021 22:15","4965","5232"
"29.10.2021 22:15 - 29.10.2021 22:30","4941","5186"
"29.10.2021 22:30 - 29.10.2021 22:45","4897","5168"
"29.10.2021 22:45 - 29.10.2021 23:00","4819","5091"
"29.10.2021 23:00 - 29.10.2021 23:15","4822","5101"
"29.10.2021 23:15 - 29.10.2021 23:30","4769","5082"
"29.10.2021 23:30 - 29.10.2021 23:45","4749","5069"
"29.10.2021 23:45 - 30.10.2021 00:00","4657","5004"
"30.10.2021 00:00 - 30.10.2021 00:15","4554","4847"
"30.10.2021 00:15 - 30.10.2021 00:30","4475","4831"
"30.10.2021 00:30 - 30.10.2021 00:45","4464","4807"
"30.10.2021 00:45 - 30.10.2021 01:00","4393","4747"
"30.10.2021 01:00 - 30.10.2021 01:15","4359","4688"
"30.10.2021 01:15 - 30.10.2021 01:30","4273","4623"
"30.10.2021 01:30 - 30.10.2021 01:45","4186","4555"
"30.10.2021 01:45 - 30.10.2021 02:00","4165","4467"
"30.10.2021 02:00 - 30.10.2021 02:15","4108","4417"
"30.10.2021 02:15 - 30.10.2021 02:30","4104","4394"
"30.10.2021 02:30 - 30.10.2021 02:45","4051","4357"
"30.10.2021 02:45 - 30.10.2021 03:00","4012","4337"
"30.10.2021 03:00 - 30.10.2021 03:15","3986","4322"
"30.10.2021 03:15 - 30.10.2021 03:30","3960","4309"
"30.10.2021 03:30 - 30.10.2021 03:45","3921","4301"
"30.10.2021 03:45 - 30.10.2021 04:00","3877","4267"
"30.10.2021 04:00 - 30.10.2021 04:15","3894","4262"
"30.10.2021 04:15 - 30.10.2021 04:30","3909","4288"
"30.10.2021 04:30 - 30.10.2021 04:45","3909","4317"
"30.10.2021 04:45 - 30.10.2021 05:00","3856","4316"
"30.10.2021 05:00 - 30.10.2021 05:15","3860","4367"
"30.10.2021 05:15 - 30.10.2021 05:30","3828","4389"
"30.10.2021 05:30 - 30.10.2021 05:45","3809","4418"
"30.10.2021 05:45 - 30.10.2021 06:00","3750","4442"
"30.10.2021 06:00 - 30.10.2021 06:15","3830","4588"
"30.10.2021 06:15 - 30.10.2021 06:30","3898","4686"
"30.10.2021 06:30 - 30.10.2021 06:45","3960","4777"
"30.10.2021 06:45 - 30.10.2021 07:00","3935","4824"
"30.10.2021 07:00 - 30.10.2021 07:15","3992","4925"
"30.10.2021 07:15 - 30.10.2021 07:30","4080","4941"
"30.10.2021 07:30 - 30.10.2021 07:45","4169","5006"
"30.10.2021 07:45 - 30.10.2021 08:00","4203","5040"
"30.10.2021 08:00 - 30.10.2021 08:15","4249","5051"
